0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
219,重庆,2022-03-28,2022年03月28日,2,42,129,18,44,8,29,0.65,48,多云/多云,东风1-2级/东风1-2级,11℃/24℃,11,24
218,重庆,2022-03-27,2022年03月27日,2,35,101,18,35,7,22,0.6,43,小雨/多云,西南风1-2级/西南风1-2级,11℃/17℃,11,17
217,重庆,2022-03-26,2022年03月26日,2,34,79,19,35,7,23,0.66,34,小雨/中雨,西北风1-2级/西北风1-2级,13℃/15℃,13,15
216,重庆,2022-03-25,2022年03月25日,2,48,189,29,50,10,29,0.75,28,阴/小雨,北风1-2级/北风1-2级,13℃/21℃,13,21
215,重庆,2022-03-24,2022年03月24日,2,32,94,17,32,9,27,0.76,31,阴/小雨,北风1-2级/北风1-2级,12℃/22℃,12,22
214,重庆,2022-03-23,2022年03月23日,2,28,89,15,28,7,23,0.69,32,阴/多云,南风1-2级/南风1-2级,12℃/19℃,12,19
213,重庆,2022-03-22,2022年03月22日,2,15,10,8,15,7,17,0.66,32,小雨/阴,西北风1-2级/西北风1-2级,11℃/14℃,11,14
212,重庆,2022-03-21,2022年03月21日,2,13,11,7,13,7,15,0.69,27,阴/小雨,西北风1-2级/西北风1-2级,12℃/16℃,12,16
211,重庆,2022-03-20,2022年03月20日,2,32,61,16,32,8,17,0.71,46,阴/小雨,西北风1-2级/西北风1-2级,15℃/24℃,15,24
210,重庆,2022-03-19,2022年03月19日,2,40,107,17,38,11,21,0.73,79,晴/小雨,东风1-2级/东风1-2级,20℃/32℃,20,32
209,重庆,2022-03-18,2022年03月18日,2,43,159,19,41,12,26,0.69,79,晴/晴,东风1-2级/东风1-2级,17℃/31℃,17,31
208,重庆,2022-03-17,2022年03月17日,2,46,230,24,48,11,30,0.75,67,多云/晴,南风1-2级/南风1-2级,18℃/28℃,18,28
207,重庆,2022-03-16,2022年03月16日,2,48,113,24,49,10,30,0.73,56,小雨/多云,东南风1-2级/东南风1-2级,20℃/25℃,20,25
206,重庆,2022-03-15,2022年03月15日,3,60,149,38,67,13,32,0.79,71,多云/雷阵雨,东风1-2级/东风1-2级,20℃/32℃,20,32
205,重庆,2022-03-14,2022年03月14日,3,68,174,46,82,16,41,0.96,63,多云/晴,西北风1-2级/西北风1-2级,19℃/29℃,19,29
204,重庆,2022-03-13,2022年03月13日,3,61,154,39,72,13,42,0.91,59,多云/多云,东南风1-2级/东南风1-2级,18℃/30℃,18,30
203,重庆,2022-03-12,2022年03月12日,3,55,116,31,61,12,39,0.83,67,多云/阴,南风1-2级/南风1-2级,18℃/29℃,18,29
202,重庆,2022-03-11,2022年03月11日,3,64,160,43,78,12,40,0.89,80,多云/阴,东南风1-2级/东南风1-2级,16℃/29℃,16,29
201,重庆,2022-03-10,2022年03月10日,3,71,186,49,91,18,49,0.97,79,晴/晴,西南风1-2级/西南风1-2级,14℃/27℃,14,27
200,重庆,2022-03-09,2022年03月09日,3,66,159,41,82,16,48,0.95,71,多云/多云,西南风1-2级/西南风1-2级,14℃/26℃,14,26
199,重庆,2022-03-08,2022年03月08日,3,52,109,26,57,11,36,0.74,72,晴/多云,南风1-2级/南风1-2级,12℃/25℃,12,25
198,重庆,2022-03-07,2022年03月07日,3,55,171,32,61,11,39,0.8,56,晴/晴,东风1-2级/东风1-2级,10℃/23℃,10,23
197,重庆,2022-03-06,2022年03月06日,3,65,207,45,75,12,38,0.85,45,多云/晴,西北风1-2级/西北风1-2级,10℃/19℃,10,19
196,重庆,2022-03-05,2022年03月05日,3,76,212,56,90,12,46,0.93,24,阴/小雨,东风1-2级/东风1-2级,11℃/20℃,11,20
195,重庆,2022-03-04,2022年03月04日,3,74,168,53,87,12,46,0.89,30,阴/多云,西风1-2级/西风1-2级,10℃/19℃,10,19
194,重庆,2022-03-03,2022年03月03日,3,67,146,48,79,11,42,0.87,27,阴/多云,东北风1-2级/东北风1-2级,10℃/19℃,10,19
193,重庆,2022-03-02,2022年03月02日,3,57,114,37,63,10,34,0.7,35,阴/阴,东北风1-2级/东北风1-2级,11℃/19℃,11,19
192,重庆,2022-03-01,2022年03月01日,3,69,185,49,75,11,35,0.75,44,多云/多云,南风1-2级/南风1-2级,11℃/18℃,11,18
251,重庆,2022-02-28,2022年02月28日,3,78,178,57,84,13,37,0.8,52,阴/小雨,西南风1-2级/西南风1-2级,11℃/17℃,11,17
250,重庆,2022-02-27,2022年02月27日,3,77,242,56,85,12,44,0.82,43,多云/阴,北风1-2级/北风1-2级,7℃/18℃,7,18
249,重庆,2022-02-26,2022年02月26日,3,70,208,51,79,15,45,0.75,41,多云/多云,南风1-2级/南风1-2级,8℃/15℃,8,15
248,重庆,2022-02-25,2022年02月25日,3,58,151,39,65,12,47,0.75,30,多云/阴,东北风1-2级/东北风1-2级,7℃/14℃,7,14
247,重庆,2022-02-24,2022年02月24日,2,44,118,26,45,10,34,0.56,44,多云/阴,北风1-2级/北风1-2级,7℃/14℃,7,14
246,重庆,2022-02-23,2022年02月23日,2,39,129,23,38,9,27,0.55,42,晴/阴,东北风1-2级/东北风1-2级,3℃/12℃,3,12
245,重庆,2022-02-22,2022年02月22日,2,38,162,24,38,8,29,0.55,41,小雨/多云,东南风1-2级/东南风1-2级,3℃/9℃,3,9
244,重庆,2022-02-21,2022年02月21日,2,41,156,24,41,8,24,0.55,53,阴/小雨,东风1-2级/东风1-2级,6℃/10℃,6,10
243,重庆,2022-02-20,2022年02月20日,2,35,116,24,34,8,22,0.69,37,阴/阴,北风1-2级/北风1-2级,5℃/8℃,5,8
242,重庆,2022-02-19,2022年02月19日,2,31,110,20,31,8,23,0.73,36,小雨/小雨,北风1-2级/北风1-2级,5℃/7℃,5,7
241,重庆,2022-02-18,2022年02月18日,2,30,115,17,30,9,23,0.76,37,阴/小雨,东北风1-2级/东北风1-2级,8℃/10℃,8,10
240,重庆,2022-02-17,2022年02月17日,2,25,41,15,25,9,20,0.7,42,小雨/小雨,东北风1-2级/东北风1-2级,8℃/12℃,8,12
239,重庆,2022-02-16,2022年02月16日,3,53,164,36,53,11,30,0.76,35,阴/小雨,东北风1-2级/东北风1-2级,10℃/14℃,10,14
238,重庆,2022-02-15,2022年02月15日,3,59,182,41,62,10,33,0.83,49,多云/阴,东风1-2级/东风1-2级,10℃/17℃,10,17
237,重庆,2022-02-14,2022年02月14日,2,48,145,32,49,8,30,0.75,46,多云/多云,北风1-2级/北风1-2级,6℃/17℃,6,17
236,重庆,2022-02-13,2022年02月13日,3,56,165,39,58,9,30,0.86,39,多云/多云,东风1-2级/东风1-2级,6℃/14℃,6,14
235,重庆,2022-02-12,2022年02月12日,3,52,144,36,52,9,31,0.85,24,阴/阴,北风1-2级/北风1-2级,7℃/9℃,7,9
234,重庆,2022-02-11,2022年02月11日,2,47,129,32,47,8,28,0.79,24,阴/小雨,西南风1-2级/西南风1-2级,7℃/10℃,7,10
233,重庆,2022-02-10,2022年02月10日,2,37,100,24,36,8,24,0.75,22,阴/小雨,北风1-2级/北风1-2级,7℃/9℃,7,9
232,重庆,2022-02-09,2022年02月09日,2,29,90,19,29,7,19,0.72,32,小雨/阴,北风1-2级/北风1-2级,5℃/9℃,5,9
231,重庆,2022-02-08,2022年02月08日,2,30,102,20,29,7,17,0.73,30,小雨/小雨,东风1-2级/东风1-2级,6℃/8℃,6,8
230,重庆,2022-02-07,2022年02月07日,2,21,30,14,20,7,16,0.73,41,阴/小雨,北风1-2级/北风1-2级,5℃/8℃,5,8
229,重庆,2022-02-06,2022年02月06日,2,34,103,21,34,7,14,0.62,56,小雨/小雨,东北风1-2级/东北风1-2级,6℃/8℃,6,8
228,重庆,2022-02-05,2022年02月05日,2,50,211,34,49,9,22,0.73,36,阴/小雨,东风1-2级/东风1-2级,7℃/11℃,7,11
227,重庆,2022-02-04,2022年02月04日,3,55,220,38,52,9,22,0.79,31,多云/阴,东北风1-2级/东北风1-2级,6℃/11℃,6,11
226,重庆,2022-02-03,2022年02月03日,2,49,185,34,46,8,17,0.8,37,多云/阴,东北风1-2级/东北风1-2级,4℃/10℃,4,10
225,重庆,2022-02-02,2022年02月02日,2,42,143,29,40,7,14,0.76,47,小雨/小雨,东北风1-2级/东北风1-2级,5℃/8℃,5,8
224,重庆,2022-02-01,2022年02月01日,3,85,208,62,78,10,14,0.84,40,小雨/小雨,东北风1-2级/东北风1-2级,6℃/8℃,6,8
283,重庆,2022-01-31,2022年01月31日,3,53,138,37,50,8,19,0.94,33,小雨/阴,东北风1-2级/东北风1-2级,5℃/10℃,5,10
282,重庆,2022-01-30,2022年01月30日,2,38,112,26,36,7,19,0.94,26,阴/小雨,西北风1-2级/西北风1-2级,5℃/11℃,5,11
281,重庆,2022-01-29,2022年01月29日,2,23,52,15,22,6,17,0.97,32,小雨/多云,西北风1-2级/西北风1-2级,4℃/8℃,4,8
280,重庆,2022-01-28,2022年01月28日,2,20,38,13,20,6,17,0.88,29,小雨/小雨,北风1-2级/北风1-2级,6℃/8℃,6,8
279,重庆,2022-01-27,2022年01月27日,2,32,88,21,32,7,22,0.8,19,小雨/小雨,东北风1-2级/东北风1-2级,7℃/10℃,7,10
278,重庆,2022-01-26,2022年01月26日,2,25,41,15,25,7,22,0.75,21,阴/小雨,东北风1-2级/东北风1-2级,8℃/10℃,8,10
277,重庆,2022-01-25,2022年01月25日,2,38,95,25,37,7,25,0.83,12,小雨/小雨,东风1-2级/东风1-2级,8℃/11℃,8,11
276,重庆,2022-01-24,2022年01月24日,2,44,123,30,43,8,25,0.96,9,阴/小雨,东北风1-2级/东北风1-2级,9℃/11℃,9,11
275,重庆,2022-01-23,2022年01月23日,2,49,164,34,49,8,27,0.92,11,小雨/小雨,北风1-2级/北风1-2级,9℃/11℃,9,11
274,重庆,2022-01-22,2022年01月22日,2,39,103,25,39,8,27,0.84,15,阴/小雨,北风1-2级/北风1-2级,9℃/12℃,9,12
273,重庆,2022-01-21,2022年01月21日,2,43,91,29,42,8,28,0.7,23,小雨/小雨,东风1-2级/东风1-2级,9℃/11℃,9,11
272,重庆,2022-01-20,2022年01月20日,3,95,222,71,97,12,49,0.93,21,小雨/小雨,东北风1-2级/东北风1-2级,10℃/12℃,10,12
271,重庆,2022-01-19,2022年01月19日,3,94,212,70,98,11,52,0.98,31,多云/阴,北风1-2级/北风1-2级,6℃/17℃,6,17
270,重庆,2022-01-18,2022年01月18日,3,91,221,68,95,11,51,0.99,30,多云/多云,东北风1-2级/东北风1-2级,5℃/16℃,5,16
269,重庆,2022-01-17,2022年01月17日,3,94,243,70,98,10,49,1.05,27,阴/晴,东北风1-2级/东北风1-2级,5℃/13℃,5,13
268,重庆,2022-01-16,2022年01月16日,3,92,217,68,95,12,45,0.97,13,阴/阴,南风1-2级/南风1-2级,8℃/12℃,8,12
267,重庆,2022-01-15,2022年01月15日,3,71,120,51,71,9,37,0.8,24,多云/阴,北风1-2级/北风1-2级,8℃/12℃,8,12
266,重庆,2022-01-14,2022年01月14日,3,62,101,45,62,8,29,0.75,42,阴/阴,东风1-2级/东风1-2级,7℃/12℃,7,12
265,重庆,2022-01-13,2022年01月13日,4,111,268,84,112,13,41,0.96,12,小雨/小雨,南风1-2级/南风1-2级,8℃/10℃,8,10
264,重庆,2022-01-12,2022年01月12日,3,89,219,66,92,11,44,0.98,14,阴/小雨,东北风1-2级/东北风1-2级,9℃/11℃,9,11
263,重庆,2022-01-11,2022年01月11日,3,76,213,56,78,11,36,0.91,24,阴/阴,东南风1-2级/东南风1-2级,9℃/14℃,9,14
262,重庆,2022-01-10,2022年01月10日,3,68,160,49,69,10,34,0.92,21,小雨/阴,西北风1-2级/西北风1-2级,7℃/12℃,7,12
261,重庆,2022-01-09,2022年01月09日,3,63,131,44,66,10,40,1.0,16,多云/小雨,东风1-2级/东风1-2级,6℃/14℃,6,14
260,重庆,2022-01-08,2022年01月08日,3,55,111,38,56,10,40,0.93,11,阴/多云,东风1-2级/东风1-2级,7℃/12℃,7,12
259,重庆,2022-01-07,2022年01月07日,3,71,162,51,68,9,40,0.9,13,小雨/阴,东风1-2级/东风1-2级,8℃/10℃,8,10
258,重庆,2022-01-06,2022年01月06日,4,101,236,76,98,10,42,0.94,14,小雨/小雨,东南风1-2级/东南风1-2级,9℃/11℃,9,11
257,重庆,2022-01-05,2022年01月05日,4,114,266,86,115,12,45,1.08,12,多云/小雨,北风1-2级/北风1-2级,6℃/13℃,6,13
256,重庆,2022-01-04,2022年01月04日,4,127,256,96,124,12,42,0.96,14,小雨/阴,东南风1-2级/东南风1-2级,6℃/10℃,6,10
255,重庆,2022-01-03,2022年01月03日,4,118,241,89,118,12,50,1.05,12,阴/小雨,东风1-2级/东风1-2级,8℃/10℃,8,10
254,重庆,2022-01-02,2022年01月02日,3,98,239,73,96,10,45,1.0,22,多云/多云,北风1-2级/北风1-2级,5℃/12℃,5,12
253,重庆,2022-01-01,2022年01月01日,3,93,232,69,92,11,40,0.91,26,多云/多云,东南风1-2级/东南风1-2级,6℃/12℃,6,12
315,重庆,2021-12-31,2021年12月31日,3,87,237,64,88,10,42,0.96,13,阴/阴,北风1-2级/北风1-2级,6℃/9℃,6,9
314,重庆,2021-12-30,2021年12月30日,3,71,221,51,71,9,36,0.9,13,阴/阴,北风1-2级/北风1-2级,7℃/10℃,7,10
313,重庆,2021-12-29,2021年12月29日,3,63,175,45,63,9,34,0.84,13,阴/阴,西北风1-2级/西北风1-2级,5℃/9℃,5,9
312,重庆,2021-12-28,2021年12月28日,3,58,149,41,59,9,33,0.75,15,阴/阴,东北风1-2级/东北风1-2级,5℃/8℃,5,8
311,重庆,2021-12-27,2021年12月27日,2,40,100,28,38,7,24,0.68,32,小雨/阴,东风1-2级/东风1-2级,4℃/7℃,4,7
310,重庆,2021-12-26,2021年12月26日,2,36,108,25,33,6,21,0.72,37,小雨/小雨,东北风1-2级/东北风1-2级,6℃/7℃,6,7
309,重庆,2021-12-25,2021年12月25日,4,111,321,83,106,9,34,0.95,23,小雨/小雨,东北风1-2级/东北风1-2级,6℃/9℃,6,9
308,重庆,2021-12-24,2021年12月24日,1,151,321,115,146,14,46,1.0,13,阴/阴,东风1-2级/东风1-2级,8℃/13℃,8,13
307,重庆,2021-12-23,2021年12月23日,4,116,269,87,118,12,50,1.01,11,阴/小雨,西北风1-2级/西北风1-2级,7℃/12℃,7,12
306,重庆,2021-12-22,2021年12月22日,3,85,220,63,88,10,46,0.88,25,晴/多云,西北风1-2级/西北风1-2级,8℃/15℃,8,15
305,重庆,2021-12-21,2021年12月21日,3,84,249,61,87,11,43,0.85,23,多云/多云,东北风1-2级/东北风1-2级,7℃/13℃,7,13
304,重庆,2021-12-20,2021年12月20日,3,75,252,54,78,11,35,0.67,21,多云/晴,东风1-2级/东风1-2级,7℃/13℃,7,13
303,重庆,2021-12-19,2021年12月19日,3,60,175,41,63,12,31,0.59,26,阴/阴,东北风1-2级/东北风1-2级,7℃/11℃,7,11
302,重庆,2021-12-18,2021年12月18日,3,53,185,36,54,9,30,0.58,20,阴/阴,西风1-2级/西风1-2级,8℃/10℃,8,10
301,重庆,2021-12-17,2021年12月17日,2,48,207,32,49,11,36,0.64,16,小雨/阴,东北风1-2级/东北风1-2级,9℃/10℃,9,10
300,重庆,2021-12-16,2021年12月16日,3,75,219,55,74,11,32,0.79,14,阴/小雨,西风1-2级/西风1-2级,9℃/12℃,9,12
299,重庆,2021-12-15,2021年12月15日,3,72,156,52,73,12,36,0.86,8,小雨/小雨,西北风1-2级/西北风1-2级,11℃/13℃,11,13
298,重庆,2021-12-14,2021年12月14日,3,53,87,37,54,11,36,0.79,17,多云/阴,东北风1-2级/东北风1-2级,11℃/14℃,11,14
297,重庆,2021-12-13,2021年12月13日,2,44,126,30,43,9,31,0.71,22,多云/阴,东北风1-2级/东北风1-2级,9℃/15℃,9,15
296,重庆,2021-12-12,2021年12月12日,2,39,111,27,38,8,31,0.63,24,阴/阴,西北风1-2级/西北风1-2级,10℃/12℃,10,12
295,重庆,2021-12-11,2021年12月11日,3,69,169,50,63,9,33,0.75,15,小雨/小雨,西北风1-2级/西北风1-2级,9℃/12℃,9,12
294,重庆,2021-12-10,2021年12月10日,4,124,249,94,125,13,47,0.88,13,小雨/小雨,北风1-2级/北风1-2级,11℃/13℃,11,13
293,重庆,2021-12-09,2021年12月09日,4,119,284,90,122,15,51,0.89,14,阴/阴,东北风1-2级/东北风1-2级,11℃/14℃,11,14
292,重庆,2021-12-08,2021年12月08日,3,95,297,70,102,15,47,0.8,19,阴/阴,东北风1-2级/东北风1-2级,11℃/12℃,11,12
291,重庆,2021-12-07,2021年12月07日,4,104,329,78,108,12,44,0.86,22,阴/阴,东北风1-2级/东北风1-2级,11℃/14℃,11,14
290,重庆,2021-12-06,2021年12月06日,4,119,332,90,124,13,55,0.98,21,多云/阴,西北风1-2级/西北风1-2级,10℃/18℃,10,18
289,重庆,2021-12-05,2021年12月05日,4,118,334,89,127,16,51,0.93,31,晴/晴,东北风1-2级/东北风1-2级,11℃/17℃,11,17
288,重庆,2021-12-04,2021年12月04日,4,103,337,77,112,12,49,0.85,18,阴/多云,东北风1-2级/东北风1-2级,10℃/17℃,10,17
287,重庆,2021-12-03,2021年12月03日,3,100,346,74,112,14,57,0.92,25,多云/多云,东北风1-2级/东北风1-2级,7℃/17℃,7,17
286,重庆,2021-12-02,2021年12月02日,3,83,349,61,98,16,50,0.88,24,多云/多云,西南风1-2级/西南风1-2级,8℃/16℃,8,16
285,重庆,2021-12-01,2021年12月01日,3,62,320,42,72,14,47,0.76,23,阴/阴,西南风1-2级/西南风1-2级,8℃/15℃,8,15
346,重庆,2021-11-30,2021年11月30日,2,50,208,31,53,11,35,0.63,29,晴/多云,东风1-2级/东风1-2级,7℃/15℃,7,15
345,重庆,2021-11-29,2021年11月29日,3,90,302,66,90,11,39,0.8,13,小雨/晴,西风1-2级/西风1-2级,8℃/13℃,8,13
344,重庆,2021-11-28,2021年11月28日,4,112,320,84,121,13,48,0.93,12,多云/小雨,北风1-2级/北风1-2级,11℃/15℃,11,15
343,重庆,2021-11-27,2021年11月27日,4,105,306,78,112,13,44,0.86,14,阴/阴,东北风1-2级/东北风1-2级,11℃/17℃,11,17
342,重庆,2021-11-26,2021年11月26日,3,81,248,59,91,12,48,0.8,25,阴/阴,西北风1-2级/西北风1-2级,9℃/15℃,9,15
341,重庆,2021-11-25,2021年11月25日,3,69,219,49,83,9,46,0.77,25,多云/多云,北风1-2级/北风1-2级,7℃/16℃,7,16
340,重庆,2021-11-24,2021年11月24日,3,66,230,45,78,9,43,0.74,23,晴/阴,东北风1-2级/东北风1-2级,8℃/15℃,8,15
339,重庆,2021-11-23,2021年11月23日,3,56,193,35,61,10,37,0.6,24,多云/阴,西风1-2级/西风1-2级,9℃/14℃,9,14
338,重庆,2021-11-22,2021年11月22日,2,39,142,23,40,9,29,0.52,27,阴/小雨,西南风1-2级/西南风1-2级,9℃/12℃,9,12
337,重庆,2021-11-21,2021年11月21日,2,41,87,28,39,8,29,0.6,22,中雨/小雨,西北风1-2级/西北风1-2级,9℃/12℃,9,12
336,重庆,2021-11-20,2021年11月20日,3,75,259,54,75,10,37,0.78,9,小雨/小雨,西北风1-2级/西北风1-2级,12℃/13℃,12,13
335,重庆,2021-11-19,2021年11月19日,3,72,232,52,73,12,39,0.78,11,阴/小雨,东北风1-2级/东北风1-2级,10℃/14℃,10,14
334,重庆,2021-11-18,2021年11月18日,3,66,191,47,68,9,35,0.73,19,晴/阴,北风1-2级/北风1-2级,8℃/16℃,8,16
333,重庆,2021-11-17,2021年11月17日,3,72,183,53,74,10,36,0.64,19,多云/多云,西风1-2级/西风1-2级,10℃/14℃,10,14
332,重庆,2021-11-16,2021年11月16日,3,99,277,73,98,11,38,0.7,17,小雨/小雨,西北风1-2级/西北风1-2级,10℃/12℃,10,12
331,重庆,2021-11-15,2021年11月15日,4,112,321,84,115,13,42,0.81,14,阴/小雨,西北风1-2级/西北风1-2级,9℃/13℃,9,13
330,重庆,2021-11-14,2021年11月14日,3,86,289,63,91,10,39,0.78,16,阴/阴,西北风1-2级/西北风1-2级,8℃/15℃,8,15
329,重庆,2021-11-13,2021年11月13日,3,72,264,52,76,10,38,0.7,19,阴/多云,东北风1-2级/东北风1-2级,8℃/14℃,8,14
328,重庆,2021-11-12,2021年11月12日,3,82,335,60,86,11,38,0.68,16,阴/多云,西南风1-2级/西南风1-2级,8℃/13℃,8,13
327,重庆,2021-11-11,2021年11月11日,3,89,345,66,101,13,43,0.75,11,阴/阴,西南风1-2级/西南风1-2级,9℃/12℃,9,12
326,重庆,2021-11-10,2021年11月10日,3,70,338,50,85,13,35,0.64,28,多云/阴,东北风1-2级/东北风1-2级,7℃/15℃,7,15
325,重庆,2021-11-09,2021年11月09日,3,62,334,37,74,15,33,0.51,15,多云/晴,南风1-2级/南风1-2级,7℃/11℃,7,11
324,重庆,2021-11-08,2021年11月08日,3,55,327,26,59,13,28,0.4,28,多云/多云,东北风1-2级/东北风1-2级,8℃/12℃,8,12
323,重庆,2021-11-07,2021年11月07日,2,37,244,18,38,7,15,0.28,42,小雨/阴,西北风1-2级/西北风1-2级,9℃/12℃,9,12
322,重庆,2021-11-06,2021年11月06日,3,56,242,38,61,11,32,0.86,13,小雨/小雨,西北风1-2级/西北风1-2级,10℃/20℃,10,20
321,重庆,2021-11-05,2021年11月05日,3,51,186,33,54,11,33,0.82,15,多云/多云,东风1-2级/东风1-2级,15℃/20℃,15,20
320,重庆,2021-11-04,2021年11月04日,2,43,99,28,43,9,29,0.69,18,阴/阴,北风1-2级/北风1-2级,16℃/19℃,16,19
319,重庆,2021-11-03,2021年11月03日,2,45,109,30,45,8,30,0.68,18,小雨/小雨,东北风1-2级/东北风1-2级,15℃/17℃,15,17
318,重庆,2021-11-02,2021年11月02日,2,38,94,25,36,7,28,0.65,27,小雨/小雨,西北风1-2级/西北风1-2级,15℃/17℃,15,17
317,重庆,2021-11-01,2021年11月01日,2,37,98,25,35,9,28,0.63,26,小雨/小雨,西南风1-2级/西南风1-2级,15℃/18℃,15,18
378,重庆,2021-10-31,2021年10月31日,3,51,170,35,51,10,35,0.68,20,小雨/小雨,西北风1-2级/西北风1-2级,15℃/20℃,15,20
377,重庆,2021-10-30,2021年10月30日,3,53,140,37,55,9,31,0.68,27,阴/小雨,东北风1-2级/东北风1-2级,14℃/19℃,14,19
376,重庆,2021-10-29,2021年10月29日,3,52,132,36,54,8,32,0.7,21,小雨/阴,西南风1-2级/西南风1-2级,14℃/19℃,14,19
375,重庆,2021-10-28,2021年10月28日,3,56,177,39,58,10,32,0.7,10,小雨/小雨,东北风1-2级/东北风1-2级,15℃/17℃,15,17
374,重庆,2021-10-27,2021年10月27日,3,54,167,37,56,13,30,0.6,17,小雨/小雨,东风1-2级/东风1-2级,15℃/18℃,15,18
373,重庆,2021-10-26,2021年10月26日,3,54,167,37,54,10,31,0.67,24,小雨/小雨,西风1-2级/西风1-2级,15℃/18℃,15,18
372,重庆,2021-10-25,2021年10月25日,3,72,254,53,80,16,44,0.78,18,多云/小雨,东北风1-2级/东北风1-2级,15℃/20℃,15,20
371,重庆,2021-10-24,2021年10月24日,3,52,189,33,55,13,38,0.65,39,多云/阴,南风1-2级/南风1-2级,13℃/22℃,13,22
370,重庆,2021-10-23,2021年10月23日,2,35,106,19,35,8,31,0.53,43,多云/多云,东北风1-2级/东北风1-2级,12℃/21℃,12,21
369,重庆,2021-10-22,2021年10月22日,2,30,113,18,30,8,28,0.57,30,小雨/多云,西南风1-2级/西南风1-2级,12℃/17℃,12,17
368,重庆,2021-10-21,2021年10月21日,2,26,137,16,26,8,24,0.56,23,阴/小雨,西北风1-2级/西北风1-2级,13℃/15℃,13,15
367,重庆,2021-10-20,2021年10月20日,2,18,45,11,18,6,21,0.52,23,小雨/小雨,东北风1-2级/东北风1-2级,14℃/16℃,14,16
366,重庆,2021-10-19,2021年10月19日,2,36,122,21,36,8,28,0.63,15,小雨/小雨,北风1-2级/北风1-2级,15℃/17℃,15,17
365,重庆,2021-10-18,2021年10月18日,2,27,69,15,27,8,25,0.55,27,阴/阴,东北风1-2级/东北风1-2级,14℃/18℃,14,18
364,重庆,2021-10-17,2021年10月17日,2,17,30,10,17,7,19,0.47,39,小雨/阴,东南风1-2级/东南风1-2级,14℃/18℃,14,18
363,重庆,2021-10-16,2021年10月16日,2,15,19,9,15,6,18,0.44,41,小雨/小雨,西北风1-2级/西北风1-2级,14℃/15℃,14,15
362,重庆,2021-10-15,2021年10月15日,2,17,27,10,17,7,18,0.49,39,小雨/小雨,西北风1-2级/西北风1-2级,13℃/15℃,13,15
361,重庆,2021-10-14,2021年10月14日,2,28,116,17,28,7,25,0.62,21,小雨/小雨,西北风1-2级/西北风1-2级,15℃/22℃,15,22
360,重庆,2021-10-13,2021年10月13日,2,42,225,25,42,9,26,0.68,22,阴/阴,西南风1-2级/西南风1-2级,18℃/22℃,18,22
